state_abbrev,state_name,state_fips,office,dist,year,votes_r,votes_d,votes_2p,d2pshare,incumbency,cand_r,inc_r,cand_d,inc_d,votes_o,votes_total,party_o,cand_o,inc_o,win_party,notes_cq,votes_extra,votes_plurality,lag_d2pshare,dpres
OH,OHIO,39,H,22,1974,30585,112671,143256,0.78650111,1,"FRANZ, WILLIAM J.",Challenger,"VANIK, CHARLES A.",Incumbent,,143256,N/A,N/A,N/A,D,,,82086,0.66196954,43.15999985
OH,OHIO,39,H,9,1976,73919,91040,164959,0.55189472,1,"FINKBEINER, C. S.",Challenger,"ASHLEY, THOMAS WILLIAM LUDLOW",Incumbent,,167969,N/A,N/A,N/A,D,,3010,17121,0.52827096,58.59999847
OH,OHIO,39,H,19,1976,86162,90386,176548,0.51196277,1,"HUNTER, JACK C.",Challenger,"CARNEY, CHARLES J.",Incumbent,,179895,N/A,N/A,N/A,D,,3347,4224,0.72722876,61.90000153
OH,OHIO,39,H,23,1976,47804,130576,178380,0.7320103,1,"SCANLON, MICHAEL T.",Challenger,"MOTTL, RONALD M.",Incumbent,,178380,N/A,N/A,N/A,D,,,82772,0.53259176,43.31999969
OH,OHIO,39,H,14,1976,39917,121652,161569,0.75294149,1,"HOUSTON, JAMES E.",Challenger,"SEIBERLING, JOHN F.",Incumbent,,164188,N/A,N/A,N/A,D,,2619,81735,0.75425988,62.75999832
OH,OHIO,39,H,21,1976,12434,91903,104337,0.88082844,1,"SPARKS, BARBARA",Challenger,"STOKES, LOUIS",Incumbent,,109626,N/A,N/A,N/A,D,,5289,79469,0.81952608,85.76000214
OH,OHIO,39,H,22,1976,42727,128535,171262,0.75051677,1,"HANNA, HARRY A.",Challenger,"VANIK, CHARLES A.",Incumbent,,171262,N/A,N/A,N/A,D,,,85808,0.78650111,49.77999878
OH,OHIO,39,H,18,1978,48931,71894,120825,0.59502584,1,"RESS, BILL",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,120825,N/A,N/A,N/A,D,,,22963,0.71878922,55.16999817
OH,OHIO,39,H,9,1978,34326,71709,106035,0.67627668,1,"HOYT, JOHN C.",Challenger,"ASHLEY, THOMAS WILLIAM LUDLOW",Incumbent,,113128,N/A,N/A,N/A,D,,7093,37383,0.55189472,58.59999847
OH,OHIO,39,H,19,1978,71890,69977,141867,0.49325776,1,"WILLIAMS, LYLE",Challenger,"CARNEY, CHARLES J.",Incumbent,,141867,N/A,N/A,N/A,R,,,1913,0.51196277,61.90000153
OH,OHIO,39,H,2,1978,58716,64522,123238,0.52355605,1,"ARONOFF, STANLEY J.",Challenger,"LUKEN, THOMAS A.",Incumbent,,123238,N/A,N/A,N/A,D,,,5806,0.51374704,37.66999817
OH,OHIO,39,H,23,1978,33732,99975,133707,0.74771702,1,"TAFT, HOMER S.",Challenger,"MOTTL, RONALD M.",Incumbent,,133707,N/A,N/A,N/A,D,,,66243,0.7320103,43.31999969
OH,OHIO,39,H,20,1978,,76973,76973,1,1,,N/A,"OAKAR, MARY ROSE",Incumbent,,76973,N/A,N/A,N/A,D,,,76973,1,62.45999908
OH,OHIO,39,H,13,1978,43269,80875,124144,0.65146118,1,"WHITFIELD, MARK W.",Challenger,"PEASE, DONALD J.",Incumbent,,124144,N/A,N/A,N/A,D,,,37606,0.68441123,54.31000137
OH,OHIO,39,H,14,1978,31311,82356,113667,0.72453749,1,"VOGEL, WALTER J.",Challenger,"SEIBERLING, JOHN F.",Incumbent,,113667,N/A,N/A,N/A,D,,,51045,0.75294149,62.75999832
OH,OHIO,39,H,21,1978,9533,58934,68467,0.86076504,1,"MACK, BILL",Challenger,"STOKES, LOUIS",Incumbent,,68467,N/A,N/A,N/A,D,,,49401,0.88082844,85.76000214
OH,OHIO,39,H,22,1978,30935,87551,118486,0.73891431,1,"SANDER, RICHARD W.",Challenger,"VANIK, CHARLES A.",Incumbent,7126,132572,INDEPENDENT,"SEXTON, JAMAS F.",Challenger,D,"The other vote was: Lehman, Robert E. (Independent) 6,960",6960,56616,0.75051677,49.77999878
OH,OHIO,39,H,18,1980,42354,134835,177189,0.76096708,1,"HAMMERSLEY, GARY L.",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,177189,N/A,N/A,N/A,D,,,92481,0.59502584,48.22000122
OH,OHIO,39,H,9,1980,96927,68728,165655,0.41488636,1,"WEBER, ED",Challenger,"ASHLEY, THOMAS WILLIAM LUDLOW",Incumbent,,172423,N/A,N/A,N/A,R,,6768,28199,0.67627668,50.75999832
OH,OHIO,39,H,3,1980,66698,95558,162256,0.58893353,1,"SEALY, ALBERT H.",Challenger,"HALL, TONY P.",Incumbent,,166869,N/A,N/A,N/A,D,,4613,28860,0.54802847,51.56000137
OH,OHIO,39,H,2,1980,72693,103423,176116,0.58724362,1,"ATKINS, THEARON D.",Challenger,"LUKEN, THOMAS A.",Incumbent,,176116,N/A,N/A,N/A,D,,,30730,0.52355605,36.33000183
OH,OHIO,39,H,23,1980,,144317,144317,1,1,,N/A,"MOTTL, RONALD M.",Incumbent,,144317,N/A,N/A,N/A,D,,,144317,0.74771702,38.52999878
OH,OHIO,39,H,20,1980,,96217,96217,1,1,,N/A,"OAKAR, MARY ROSE",Incumbent,,96217,N/A,N/A,N/A,D,,,96217,1,55.86000061
OH,OHIO,39,H,13,1980,64296,113439,177735,0.63824797,1,"ARMSTRONG, DAVID E.",Challenger,"PEASE, DONALD J.",Incumbent,,177735,N/A,N/A,N/A,D,,,49143,0.65146118,43.45000076
OH,OHIO,39,H,14,1980,55962,103336,159298,0.64869618,1,"MANGELS, LOUIS A.",Challenger,"SEIBERLING, JOHN F.",Incumbent,,159298,N/A,N/A,N/A,D,,,47374,0.72453749,55.61000061
OH,OHIO,39,H,21,1980,11103,83188,94291,0.88224751,1,"WOODALL, ROBERT L.",Challenger,"STOKES, LOUIS",Incumbent,,94291,N/A,N/A,N/A,D,,,72085,0.86076504,88.75
OH,OHIO,39,H,18,1982,,128665,128665,1,1,,N/A,"APPLEGATE, DOUGLAS",Incumbent,,128670,N/A,N/A,N/A,D,,5,128665,0.76096708,47.70999908
OH,OHIO,39,H,11,1982,56616,93302,149918,0.62235355,1,"WARNER, GLEN W.",Challenger,"ECKART, DENNIS E.",Incumbent,,153243,N/A,N/A,N/A,D,,3325,36686,0.28500369,43.79999924
OH,OHIO,39,H,3,1982,,119926,119926,1,1,,N/A,"HALL, TONY P.",Incumbent,,136754,N/A,N/A,N/A,D,,16828,119926,0.58893353,51.56000137
OH,OHIO,39,H,1,1982,52658,99143,151801,0.65311164,1,"HELD, JOHN E.",Challenger,"LUKEN, THOMAS A.",Incumbent,,156187,N/A,N/A,N/A,D,,4386,46485,0.2369426,38.02000046
OH,OHIO,39,H,20,1982,17675,133603,151278,0.88316214,1,"LEJEUNE, PARIS T.",Challenger,"OAKAR, MARY ROSE",Incumbent,,156052,N/A,N/A,N/A,D,,4774,115928,1,56.90999985
OH,OHIO,39,H,13,1982,53376,92296,145672,0.63358778,1,"MARTIN, TIMOTHY P.",Challenger,"PEASE, DONALD J.",Incumbent,,150725,N/A,N/A,N/A,D,,5053,38920,0.63824797,39.84999847
OH,OHIO,39,H,14,1982,48421,115629,164050,0.70484,1,"MANGELS, LOUIS A.",Challenger,"SEIBERLING, JOHN F.",Incumbent,,164050,N/A,N/A,N/A,D,,,67208,0.64869618,52.79000092
OH,OHIO,39,H,12,1982,88335,82753,171088,0.48368675,1,"KASICH, JOHN R.",Challenger,"SHAMANSKY, BOB",Incumbent,,175027,N/A,N/A,N/A,R,,3939,5582,0.52558029,43.29999924
OH,OHIO,39,H,21,1982,21332,132544,153876,0.86136889,1,"SHATTEEN, ALAN G.",Challenger,"STOKES, LOUIS",Incumbent,,153876,N/A,N/A,N/A,D,,,111212,0.88224751,76.31999969
OH,OHIO,39,H,18,1984,49356,155759,205115,0.75937402,1,"BURT, KENNETH P.",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,205115,N/A,N/A,N/A,D,,,106403,1,46.40000153
OH,OHIO,39,H,11,1984,66278,133096,199374,0.66756952,1,"BEAGLE, DEAN",Challenger,"ECKART, DENNIS E.",Incumbent,,199374,N/A,N/A,N/A,D,,,66818,0.62235355,40.13999939
OH,OHIO,39,H,19,1984,107957,139605,247562,0.56391937,1,"HATCHADORIAN, MATTHEW J.",Challenger,"FEIGHAN, EDWARD F.",Incumbent,,252839,N/A,N/A,N/A,D,,5277,31648,0.60593575,40.59999847
OH,OHIO,39,H,3,1984,,151398,151398,1,1,,N/A,"HALL, TONY P.",Incumbent,,151398,N/A,N/A,N/A,D,,,151398,1,43.29999924
OH,OHIO,39,H,9,1984,93210,117985,211195,0.55865431,1,"VENNER, FRANK",Challenger,"KAPTUR, MARCY",Incumbent,,214909,N/A,N/A,N/A,D,,3714,24775,0.59617472,48.61000061
OH,OHIO,39,H,1,1984,88859,121577,210436,0.57773858,1,"MURDOCK, NORMAN A.",Challenger,"LUKEN, THOMAS A.",Incumbent,,220658,N/A,N/A,N/A,D,,10222,32718,0.65311164,34.90999985
OH,OHIO,39,H,20,1984,,167115,167115,1,1,,N/A,"OAKAR, MARY ROSE",Incumbent,,167155,N/A,N/A,N/A,D,,40,167115,0.88316214,51.25
OH,OHIO,39,H,13,1984,59610,131923,191533,0.68877429,1,"SCHAFFNER, WILLIAM G.",Challenger,"PEASE, DONALD J.",Incumbent,,198756,N/A,N/A,N/A,D,,7223,72313,0.63358778,41
OH,OHIO,39,H,14,1984,62366,155729,218095,0.71404207,1,"BENDER, JEAN E.",Challenger,"SEIBERLING, JOHN F.",Incumbent,,218095,N/A,N/A,N/A,D,,,93363,0.70484,48.86000061
OH,OHIO,39,H,21,1984,29500,165247,194747,0.84852141,1,"WOODALL, ROBERT L.",Challenger,"STOKES, LOUIS",Incumbent,,200648,N/A,N/A,N/A,D,,5901,135747,0.86136889,79.12000275
OH,OHIO,39,H,18,1986,,126526,126526,1,1,,N/A,"APPLEGATE, DOUGLAS",Incumbent,,126526,N/A,N/A,N/A,D,,,126526,0.75937402,46.40000153
OH,OHIO,39,H,11,1986,35944,104740,140684,0.74450541,1,"MUELLER, MARGARET R.",Challenger,"ECKART, DENNIS E.",Incumbent,,144568,N/A,N/A,N/A,D,,3884,68796,0.66756952,40.13999939
OH,OHIO,39,H,19,1986,80743,97814,178557,0.54780269,1,"SUHADOLNIK, GARY C.",Challenger,"FEIGHAN, EDWARD F.",Incumbent,,178557,N/A,N/A,N/A,D,,,17071,0.56391937,40.59999847
OH,OHIO,39,H,3,1986,35167,98311,133478,0.73653334,1,"CRUTCHER, RON",Challenger,"HALL, TONY P.",Incumbent,,133478,N/A,N/A,N/A,D,,,63144,1,43.29999924
OH,OHIO,39,H,9,1986,30643,105646,136289,0.77516162,1,"SHUFELDT, MIKE",Challenger,"KAPTUR, MARCY",Incumbent,,136289,N/A,N/A,N/A,D,,,75003,0.55865431,48.61000061
OH,OHIO,39,H,1,1986,56100,90477,146577,0.617266,1,"MORR, FRED E.",Challenger,"LUKEN, THOMAS A.",Incumbent,,146577,N/A,N/A,N/A,D,,,34377,0.57773858,34.90999985
OH,OHIO,39,H,20,1986,19794,110976,130770,0.84863502,1,"SMITH, BILL",Challenger,"OAKAR, MARY ROSE",Incumbent,,130770,N/A,N/A,N/A,D,,,91182,1,51.25
OH,OHIO,39,H,13,1986,52452,88612,141064,0.62816876,1,"NIELSEN, WILLIAM D.",Challenger,"PEASE, DONALD J.",Incumbent,,141064,N/A,N/A,N/A,D,,,36160,0.68877429,41
OH,OHIO,39,H,21,1986,22594,99878,122472,0.81551701,1,"ROSKI, FRANKLIN H.",Challenger,"STOKES, LOUIS",Incumbent,,122472,N/A,N/A,N/A,D,,,77284,0.84852141,79.12000275
OH,OHIO,39,H,17,1986,43334,112855,156189,0.72255409,1,"FULKS, JAMES H.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,156189,N/A,N/A,N/A,D,,,69521,0.53844166,57.54999924
OH,OHIO,39,H,18,1988,46130,151306,197436,0.76635468,1,"ABRAHAM, WILLIAM C.",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,197436,N/A,N/A,N/A,D,,,105176,1,52.29000092
OH,OHIO,39,H,11,1988,78028,124600,202628,0.61491996,1,"MUELLER, MARGARET R.",Challenger,"ECKART, DENNIS E.",Incumbent,,202628,N/A,N/A,N/A,D,,,46572,0.74450541,44.70000076
OH,OHIO,39,H,19,1988,70359,168065,238424,0.70489967,1,"ROBERTS, NOEL F.",Challenger,"FEIGHAN, EDWARD F.",Incumbent,,238424,N/A,N/A,N/A,D,,,97706,0.54780269,45.11000061
OH,OHIO,39,H,3,1988,42664,141953,184617,0.76890534,1,"CRUTCHER, RON",Challenger,"HALL, TONY P.",Incumbent,,184617,N/A,N/A,N/A,D,,,99289,0.73653334,45.16999817
OH,OHIO,39,H,9,1988,36183,157557,193740,0.8132394,1,"HAWKINS, AL",Challenger,"KAPTUR, MARCY",Incumbent,,193812,N/A,N/A,N/A,D,,72,121374,0.77516162,53.84000015
OH,OHIO,39,H,1,1988,90738,117682,208420,0.56463873,1,"CHABOT, STEVE",Challenger,"LUKEN, THOMAS A.",Incumbent,,208420,N/A,N/A,N/A,D,,,26944,0.617266,36.77999878
OH,OHIO,39,H,20,1988,30944,146715,177659,0.82582361,1,"SAJNA, MICHAEL",Challenger,"OAKAR, MARY ROSE",Incumbent,,177659,N/A,N/A,N/A,D,,,115771,0.84863502,57.27000046
OH,OHIO,39,H,13,1988,59287,137074,196361,0.69807142,1,"BROWN, DWIGHT",Challenger,"PEASE, DONALD J.",Incumbent,,196361,N/A,N/A,N/A,D,,,77787,0.62816876,46.06000137
OH,OHIO,39,H,14,1988,50356,148951,199307,0.74734455,1,"LANG, LORETTA A.",Challenger,"SAWYER, THOMAS C.",Incumbent,,199307,N/A,N/A,N/A,D,,,98595,0.53724593,52.90999985
OH,OHIO,39,H,21,1988,24804,148388,173192,0.85678321,1,"ROSKI, FRANKLIN H.",Challenger,"STOKES, LOUIS",Incumbent,,173192,N/A,N/A,N/A,D,,,123584,0.81551701,80.95999908
OH,OHIO,39,H,17,1988,47929,162526,210455,0.77226013,1,"LENZ, FREDERICK W.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,210455,N/A,N/A,N/A,D,,,114597,0.72255409,62.04999924
OH,OHIO,39,H,18,1990,41823,120782,162605,0.74279386,1,"HALES, JOHN A.",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,162605,N/A,N/A,N/A,D,,,78959,0.76635468,52.29000092
OH,OHIO,39,H,11,1990,58372,111923,170295,0.65723008,1,"MUELLER, MARGARET R.",Challenger,"ECKART, DENNIS E.",Incumbent,,170305,N/A,N/A,N/A,D,,10,53551,0.61491996,44.70000076
OH,OHIO,39,H,19,1990,72315,132951,205266,0.64770103,1,"LAWKO, SUSAN M.",Challenger,"FEIGHAN, EDWARD F.",Incumbent,,205266,N/A,N/A,N/A,D,,,60636,0.70489967,45.11000061
OH,OHIO,39,H,3,1990,,116797,116797,1,1,,N/A,"HALL, TONY P.",Incumbent,,116797,N/A,N/A,N/A,D,,,116797,0.76890534,45.16999817
OH,OHIO,39,H,9,1990,33791,117681,151472,0.77691585,1,"LAMMERS, JERRY D.",Challenger,"KAPTUR, MARCY",Incumbent,,151472,N/A,N/A,N/A,D,,,83890,0.8132394,53.84000015
OH,OHIO,39,H,20,1990,39749,109390,149139,0.73347682,1,"SMITH, BILL",Challenger,"OAKAR, MARY ROSE",Incumbent,,149139,N/A,N/A,N/A,D,,,69641,0.82582361,57.27000046
OH,OHIO,39,H,13,1990,60925,93431,154356,0.60529554,1,"NIELSEN, WILLIAM D.",Challenger,"PEASE, DONALD J.",Incumbent,,164862,N/A,N/A,N/A,D,,10506,32506,0.69807142,46.06000137
OH,OHIO,39,H,14,1990,66460,97875,164335,0.59558219,1,"BENDER, JEAN E.",Challenger,"SAWYER, THOMAS C.",Incumbent,,164335,N/A,N/A,N/A,D,,,31415,0.74734455,52.90999985
OH,OHIO,39,H,21,1990,25906,103338,129244,0.79955745,1,"ROSKI, FRANKLIN H.",Challenger,"STOKES, LOUIS",Incumbent,,129249,N/A,N/A,N/A,D,,5,77432,0.85678321,80.95999908
OH,OHIO,39,H,17,1990,38199,133207,171406,0.77714318,1,"DEJULIO, ROBERT R.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,171406,N/A,N/A,N/A,D,,,95008,0.77226013,62.04999924
OH,OHIO,39,H,18,1992,77229,166189,243418,0.68273091,1,"RESS, BILL",Challenger,"APPLEGATE, DOUGLAS",Incumbent,,243418,N/A,N/A,N/A,D,,,88960,0.74279386,55.83000183
OH,OHIO,39,H,3,1992,98733,146072,244805,0.59668714,1,"DAVIS, PETER W.",Challenger,"HALL, TONY P.",Incumbent,,244811,N/A,N/A,N/A,D,,6,47339,1,50.79999924
OH,OHIO,39,H,9,1992,53011,178879,231890,0.77139592,1,"BROWN, KEN D.",Challenger,"KAPTUR, MARCY",Incumbent,,243102,N/A,N/A,N/A,D,,11212,125868,0.77691585,59.20000076
OH,OHIO,39,H,10,1992,136433,103788,240221,0.43205217,1,"HOKE, MARTIN R.",Challenger,"OAKAR, MARY ROSE",Incumbent,,240239,N/A,N/A,N/A,R,,18,32645,0.36773327,53.65000153
OH,OHIO,39,H,14,1992,78659,165335,243994,0.6776191,1,"MORGAN, ROBERT",Challenger,"SAWYER, THOMAS C.",Incumbent,,243994,N/A,N/A,N/A,D,,,86676,0.59558219,59.34999847
OH,OHIO,39,H,11,1992,43866,154718,198584,0.77910608,1,"ROTHSCHILD, BERYL E.",Challenger,"STOKES, LOUIS",Incumbent,,223624,N/A,N/A,N/A,D,,25040,110852,0.65723008,81.76999664
OH,OHIO,39,H,17,1992,40743,216503,257246,0.84161854,1,"PANSINO, SALVATORE",Challenger,"TRAFICANT, JAMES A.",Incumbent,,257246,N/A,N/A,N/A,D,,,175760,0.77714318,66.06999969
OH,OHIO,39,H,13,1994,86422,93147,179569,0.5187254,1,"WHITE, GREGORY A.",Challenger,"BROWN, SHERROD",Incumbent,,189776,N/A,N/A,N/A,D,,10207,6725,0.60206378,51.65000153
OH,OHIO,39,H,19,1994,99997,89701,189698,0.47286212,1,"LATOURETTE, STEVEN C.",Challenger,"FINGERHUT, ERIC D.",Incumbent,,206242,N/A,N/A,N/A,R,,16544,10296,0.52634078,51.66999817
OH,OHIO,39,H,3,1994,72314,105342,177656,0.59295493,1,"WESTBROCK, DAVID A.",Challenger,"HALL, TONY P.",Incumbent,,177656,N/A,N/A,N/A,D,,,33028,0.59668714,50.79999924
OH,OHIO,39,H,9,1994,38665,118120,156785,0.7533884,1,"WHITMAN, RANDY",Challenger,"KAPTUR, MARCY",Incumbent,,156785,N/A,N/A,N/A,D,,,79455,0.77139592,59.20000076
OH,OHIO,39,H,1,1994,92997,72822,165819,0.43916559,1,"CHABOT, STEVE",Challenger,"MANN, DAVID",Incumbent,,165819,N/A,N/A,N/A,R,,,20175,1,50.04000092
OH,OHIO,39,H,14,1994,89106,96274,185380,0.51933324,1,"SLABY, LYNN",Challenger,"SAWYER, THOMAS C.",Incumbent,,185404,N/A,N/A,N/A,D,,24,7168,0.6776191,59.34999847
OH,OHIO,39,H,11,1994,33705,114220,147925,0.77214807,1,"SYKORA, JAMES J.",Challenger,"STOKES, LOUIS",Incumbent,,147928,N/A,N/A,N/A,D,,3,80515,0.77910608,81.76999664
OH,OHIO,39,H,6,1994,91263,87861,179124,0.49050379,1,"CREMEANS, FRANK A.",Challenger,"STRICKLAND, TED",Incumbent,,179124,N/A,N/A,N/A,R,,,3402,0.50716615,49.65000153
OH,OHIO,39,H,17,1994,43490,149004,192494,0.77407086,1,"MEISTER, MIKE G.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,192494,N/A,N/A,N/A,D,,,105514,0.84161854,66.06999969
OH,OHIO,39,H,13,1996,87108,146690,233798,0.62742198,1,"BLAIR, KENNETH C.",Challenger,"BROWN, SHERROD",Incumbent,,242505,N/A,N/A,N/A,D,,8707,59582,0.5187254,54.20000076
OH,OHIO,39,H,3,1996,75732,144583,220315,0.65625584,1,"WESTBROCK, DAVID A.",Challenger,"HALL, TONY P.",Incumbent,,227203,N/A,N/A,N/A,D,,6888,68851,0.59295493,54.79999924
OH,OHIO,39,H,9,1996,46040,170617,216657,0.78749824,1,"WHITMAN, RANDY",Challenger,"KAPTUR, MARCY",Incumbent,,221334,N/A,N/A,N/A,D,,4677,124577,0.7533884,62.20999908
OH,OHIO,39,H,14,1996,95307,124136,219443,0.56568676,1,"GEORGE, JOYCE",Challenger,"SAWYER, THOMAS C.",Incumbent,,228435,N/A,N/A,N/A,D,,8992,28829,0.51933324,61.5
OH,OHIO,39,H,11,1996,28821,153546,182367,0.84196156,1,"SYKORA, JAMES J.",Challenger,"STOKES, LOUIS",Incumbent,,189039,N/A,N/A,N/A,D,,6672,124725,0.77214807,84.18000031
OH,OHIO,39,H,17,1996,,218283,218283,1,1,,N/A,"TRAFICANT, JAMES A.",Incumbent,,239968,N/A,N/A,N/A,D,,21685,218283,0.77407086,67.76999664
OH,OHIO,39,H,13,1998,72666,116309,188975,0.61547297,1,"DRAKE, GRACE L.",Challenger,"BROWN, SHERROD",Incumbent,,188975,N/A,N/A,N/A,D,,,43643,0.62742198,54.20000076
OH,OHIO,39,H,3,1998,50544,114198,164742,0.69319302,1,"SHONDEL, JOHN S.",Challenger,"HALL, TONY P.",Incumbent,,164742,N/A,N/A,N/A,D,,,63654,0.65625584,54.79999924
OH,OHIO,39,H,9,1998,30312,130793,161105,0.81184942,1,"EMERY, EDWARD S.",Challenger,"KAPTUR, MARCY",Incumbent,,161105,N/A,N/A,N/A,D,,,100481,0.78749824,62.20999908
OH,OHIO,39,H,10,1998,55015,110552,165567,0.66771758,1,"SLOVENEC, JOSEPH H.",Challenger,"KUCINICH, DENNIS J.",Incumbent,,165567,N/A,N/A,N/A,D,,,55537,0.51434714,58.79000092
OH,OHIO,39,H,14,1998,63027,106046,169073,0.62722021,1,"WATKINS, TOM",Challenger,"SAWYER, THOMAS C.",Incumbent,,169073,N/A,N/A,N/A,D,,,43019,0.56568676,61.5
OH,OHIO,39,H,6,1998,77711,102852,180563,0.56961834,1,"HOLLISTER, NANCY P.",Challenger,"STRICKLAND, TED",Incumbent,,180563,N/A,N/A,N/A,D,,,25141,0.51325738,51.50999832
OH,OHIO,39,H,17,1998,57703,123718,181421,0.68193871,1,"ALBERTY, PAUL H.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,181421,N/A,N/A,N/A,D,,,66015,1,67.76999664
OH,OHIO,39,H,13,2000,84295,170058,254353,0.66859049,1,"JERIC, RICK",Challenger,"BROWN, SHERROD",Incumbent,,263298,N/A,N/A,N/A,D,,8945,85763,0.61547297,48.11000061
OH,OHIO,39,H,3,2000,,177731,177731,1,1,,N/A,"HALL, TONY P.",Incumbent,,214247,N/A,N/A,N/A,D,,36516,177731,0.69319302,51.11000061
OH,OHIO,39,H,11,2000,21630,164134,185764,0.88356191,1,"SYKORA, JAMES J.",Challenger,"JONES, STEPHANIE TUBBS",Incumbent,,193519,N/A,N/A,N/A,D,,7755,142504,0.86106503,84.48999786
OH,OHIO,39,H,9,2000,49446,168547,217993,0.77317619,1,"BRYAN, DWIGHT",Challenger,"KAPTUR, MARCY",Incumbent,,225328,N/A,N/A,N/A,D,,7335,119101,0.81184942,56.72000122
OH,OHIO,39,H,10,2000,48930,167063,215993,0.77346486,1,"SMITH, BILL",Challenger,"KUCINICH, DENNIS J.",Incumbent,,222755,N/A,N/A,N/A,D,,6762,118133,0.66771758,54.86000061
OH,OHIO,39,H,14,2000,71432,149184,220616,0.67621571,1,"WOOD, RICK",Challenger,"SAWYER, THOMAS C.",Incumbent,,230088,N/A,N/A,N/A,D,,9472,77752,0.62722021,56.18999863
OH,OHIO,39,H,6,2000,96966,138849,235815,0.58880478,1,"AZINGER, MIKE",Challenger,"STRICKLAND, TED",Incumbent,,240574,N/A,N/A,N/A,D,,4759,41883,0.56961834,42.11999893
OH,OHIO,39,H,17,2000,54751,120333,175084,0.68728727,1,"ALBERTY, PAUL H.",Challenger,"TRAFICANT, JAMES A.",Incumbent,,240877,N/A,N/A,N/A,D,,65793,65582,0.68193871,60.59999847
OH,OHIO,39,H,13,2002,55357,123025,178382,0.68967158,1,"OLIVEROS, ED",Challenger,"BROWN, SHERROD",Incumbent,,178382,N/A,N/A,N/A,D,,,67668,0.66859049,54.61999893
OH,OHIO,39,H,11,2002,36146,116590,152736,0.76334327,1,"PAPPANO, PATRICK",Challenger,"JONES, STEPHANIE TUBBS",Incumbent,,152736,N/A,N/A,N/A,D,,,80444,0.88356191,81.73000336
OH,OHIO,39,H,9,2002,46481,132236,178717,0.73991841,1,"EMERY, ED",Challenger,"KAPTUR, MARCY",Incumbent,,178717,N/A,N/A,N/A,D,,,85755,0.77317619,57.43999863
OH,OHIO,39,H,10,2002,41778,129997,171775,0.75678647,1,"HEBEN, JON",Challenger,"KUCINICH, DENNIS J.",Incumbent,,175536,N/A,N/A,N/A,D,,3761,88219,0.77346486,55.88999939
OH,OHIO,39,H,6,2002,77643,113972,191615,0.59479684,1,"HALLECK, MIKE",Challenger,"STRICKLAND, TED",Incumbent,,191615,N/A,N/A,N/A,D,,,36329,0.58880478,49.11000061
OH,OHIO,39,H,13,2004,97090,201004,298094,0.67429739,1,"LUCAS, ROBERT R.",Challenger,"BROWN, SHERROD",Incumbent,,298094,N/A,N/A,N/A,D,,,103914,0.68967158,55.74000168
OH,OHIO,39,H,11,2004,,222371,222371,1,1,,N/A,"JONES, STEPHANIE TUBBS",Incumbent,,222371,N/A,N/A,N/A,D,,,222371,0.76334327,81.93000031
OH,OHIO,39,H,9,2004,95983,205149,301132,0.68125939,1,"KACZALA, LARRY A.",Challenger,"KAPTUR, MARCY",Incumbent,,301132,N/A,N/A,N/A,D,,,109166,0.73991841,58.34999847
OH,OHIO,39,H,10,2004,96463,172406,268869,0.64122677,1,"HERMAN, EDWARD FITZPATRICK",Challenger,"KUCINICH, DENNIS J.",Incumbent,18343,287212,NON PARTISAN,"FERRIS, BARBARA ANNE",Challenger,D,,,75943,0.75678647,58.33000183
OH,OHIO,39,H,17,2004,62871,212800,275671,0.77193469,1,"CUSIMANO, FRANK V.",Challenger,"RYAN, TIM",Incumbent,,275671,N/A,N/A,N/A,D,,,149929,0.60295987,62.79999924
OH,OHIO,39,H,6,2004,,223844,223844,1,1,,N/A,"STRICKLAND, TED",Incumbent,145,223989,WRITE-IN,"LUCHANSKY, JOHN STEPHEN",Challenger,D,,,223699,0.59479684,49.18999863
OH,OHIO,39,H,11,2006,29125,146799,175924,0.83444554,1,"STRING, LINDSEY N.",Challenger,"JONES, STEPHANIE TUBBS",Incumbent,,175924,N/A,N/A,N/A,D,,,117674,1,81.90000153
OH,OHIO,39,H,9,2006,55119,153880,208999,0.73627144,1,"LEAVITT, BRADLEY S.",Challenger,"KAPTUR, MARCY",Incumbent,,208999,N/A,N/A,N/A,D,,,98761,0.68125939,58.40000153
OH,OHIO,39,H,10,2006,69996,138393,208389,0.66410893,1,"DOVILLA, MICHAEL D.",Challenger,"KUCINICH, DENNIS J.",Incumbent,,208389,N/A,N/A,N/A,D,,,68397,0.64122677,58.29999924
OH,OHIO,39,H,17,2006,41925,170369,212294,0.80251443,1,"MANNING, DON III",Challenger,"RYAN, TIM",Incumbent,,212294,N/A,N/A,N/A,D,,,128444,0.77193469,62.79999924
OH,OHIO,39,H,9,2008,76512,222054,298566,0.74373507,1,"LEAVITT, BRADLEY S.",Challenger,"KAPTUR, MARCY",Incumbent,,298566,N/A,N/A,N/A,D,,,145542,0.73627144,62
